"Province","District","Market","Commodity","Average Price","Date"
"Western","NYABIHU","Mukamira","Umuceri - RW - Kigori","1200","04/08/2024"
"Western","NYABIHU","Mukamira","Umuceri-RW","1200","04/08/2024"
"Western","NYABIHU","Mukamira","Umuceri-Asia","1300","04/08/2024"
"Western","NYABIHU","Mukamira","igi - irinyaRwanda","250","04/08/2024"
"Western","NYABIHU","Mukamira","Igi- Pondeze","170","04/08/2024"
"Western","NYABIHU","Mukamira","Amateke","400","04/08/2024"
"Western","NYABIHU","Mukamira","Ibihaza","300","04/08/2024"
"Western","NYABIHU","Mukamira","Igitoki","500","04/08/2024"
"Western","NYABIHU","Mukamira","Ibijumba","350","04/08/2024"
"Western","NYABIHU","Mukamira","Amashaza","2333","04/08/2024"
"Western","NYABIHU","Mukamira","Soya","1200","04/08/2024"
"Western","NYABIHU","Mukamira","Ibigori","363","04/08/2024"
"Western","NYABIHU","Mukamira","Ingano","1000","04/08/2024"
"Northern","GAKENKE","Rushashi","Amavuta ubuto","2500","04/15/2024"
"Northern","GAKENKE","Rushashi","Ingano","1200","04/15/2024"
"Northern","GAKENKE","Rushashi","ibitunguru-bitukura","1400","04/15/2024"
"Northern","GAKENKE","Rushashi","Soya","900","04/15/2024"
"Northern","GAKENKE","Rushashi","Igi- Pondeze","140","04/15/2024"
"Northern","GAKENKE","Rushashi","igi - irinyaRwanda","200","04/15/2024"
"Northern","GAKENKE","Rushashi","Imyumbati","500","04/15/2024"
"Northern","GAKENKE","Rushashi","Ibijumba","300","04/15/2024"
"Northern","GAKENKE","Rushashi","Amatunda","1950","04/15/2024"
"Northern","GAKENKE","Rushashi","Ibinyomoro","1500","04/15/2024"
"Northern","GAKENKE","Rushashi","Ibigori","300","04/15/2024"
"Northern","GAKENKE","Rushashi","inshyushyu","350","04/15/2024"
"Northern","GAKENKE","Rushashi","Amashu","250","04/15/2024"
"Northern","GAKENKE","Rushashi","Karoti","800","04/15/2024"
"Northern","GAKENKE","Rushashi","Umuceri Pakistani","1500","04/15/2024"
"Northern","GAKENKE","Rushashi","Umuceri - RW - Kigori","1100","04/15/2024"
"Northern","GAKENKE","Rushashi","Umuceri - Umuhinde","1400","04/15/2024"
"Northern","GAKENKE","Rushashi","ibirayi - Kirundo","550","04/15/2024"
"Northern","GAKENKE","Rushashi","Ibishyimbo Ibinyarwanda","800","04/15/2024"
"Northern","GAKENKE","Rushashi","Ibishyimbo - Mushingiriro","800","04/15/2024"
"Northern","GAKENKE","Rushashi","Inyama-ingurube","3000","04/15/2024"
"Northern","GAKENKE","Rushashi","Inyama-inka- Iroti","5000","04/15/2024"
"Northern","GAKENKE","Rushashi","inyama-inka-imvange","4000","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Isukari","1800","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Amatunda","2500","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Ibinyomoro","1800","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","ibitunguru-bitukura","1500","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Karoti","850","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Inyanya","1500","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Inyama-inka- Iroti","6500","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","inyama-inka-imvange","4700","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Inyama - Inkoko - rwanda","6000","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","inyama - inkoko - pondezi","4000","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","igi - irinyaRwanda","250","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Igi- Pondeze","160","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","inshyushyu","650","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","IFI - Tilapia","4600","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Ibirayi - Umweru","600","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Ibijumba","500","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Imyumbati","600","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Igitoki","500","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Ibirayi- Kinigi Grade 1","700","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Ibirayi- Kinigi Grade 2","650","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Ibigori","600","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Ifu - Ibigori - Mugurusu","1000","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Ifu - Ibigori - MINIMEX","1000","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Ifu - Ibigori - Gashumba","1000","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Umuceri - RW - Kigori","1200","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Umuceri Pakistani","1600","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Umuceri Thailand","1800","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Umuceri - Umuhinde","1400","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Ibishyimbo/Mutiki","1000","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Ibishyimbo Shyushya","800","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Ibishyimbo Colta","1100","04/15/2024"
"Kigali City","KICUKIRO","Ziniya","Ibishyimbo - Injyamane","1300","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri-Tz","2200","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri - Tz No 2","1900","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri-Asia","1400","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri - Umuhinde","1367","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri Thailand","1633","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri - Rw - Gikonko","1300","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri - RW - Kigori","1150","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri - Rw - Luck rice","1350","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inyama-ingurube","3400","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inyama-ihene","6000","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inyama - Inkoko - rwanda","6000","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","inyama - inkoko - pondezi","4167","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","inyama-inka-imvange","4500","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inyama-inka- Iroti","5667","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ifu - Ibigori - Mugurusu","1000","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ifu - Ibigori - Gashumba","1300","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ifu - Ibigori - MINIMEX","1100","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo/Mutiki","933","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo - Injyamane","1200","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo Colta","1100","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo Ibinyarwanda","767","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo - Mushingiriro","600","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo Shyushya","750","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","ibirayi - Kirundo","573","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibirayi - Umweru","563","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibirayi- Kinigi","617","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibirayi- Kinigi Grade 1","677","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibirayi- Kinigi Grade 2","640","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ifu-amasaka","1000","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ifu-imyumbati","900","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ifu-ingano","1100","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Isukari","1567","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Amavuta - Amamesa","2400","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Amavuta ubuto","2833","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibitonore","1500","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Amashaza","1833","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Indimu","1000","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inanasi","1000","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Mandarine","1467","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Amacunga","833","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibinyomoro","1667","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Amatunda","1867","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Beterave","500","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibiringanya","1167","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Sereli","900","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Puwaro","967","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Dodo","233","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Imiteja","833","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Karoti","767","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inyanya","1000","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ifi- Indagara-umunyu","3000","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ifi - isambaza","12000","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","IFI - Tomson","2500","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","IFI - Tilapia","4400","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibitunguru-umweru","1100","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","ibitunguru-bitukura","1300","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","igi - irinyaRwanda","250","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Igi- Pondeze","150","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Amasaka","667","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Amateke","767","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Igitoki","490","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Imyumbati","500","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibijumba","533","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibigori","367","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ingano","1000","04/15/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Soya","900","04/15/2024"
"Northern","GICUMBI","Byumba","ibitunguru-bitukura","1500","04/15/2024"
"Northern","GICUMBI","Byumba","inshyushyu","400","04/15/2024"
"Northern","GICUMBI","Byumba","Inyama-ingurube","3500","04/15/2024"
"Northern","GICUMBI","Byumba","inyama-inka-imvange","4500","04/15/2024"
"Northern","GICUMBI","Byumba","Inyama-inka- Iroti","5500","04/15/2024"
"Northern","GICUMBI","Byumba","inyama - inkoko - pondezi","5000","04/15/2024"
"Northern","GICUMBI","Byumba","Inyama - Inkoko - rwanda","5500","04/15/2024"
"Northern","GICUMBI","Byumba","Inyanya","800","04/15/2024"
"Northern","GICUMBI","Byumba","Amatunda","2000","04/15/2024"
"Northern","GICUMBI","Byumba","Ibinyomoro","1500","04/15/2024"
"Northern","GICUMBI","Byumba","Mandarine","1200","04/15/2024"
"Northern","GICUMBI","Byumba","Indimu","1000","04/15/2024"
"Northern","GICUMBI","Byumba","Ibijumba","400","04/15/2024"
"Northern","GICUMBI","Byumba","Imyumbati","450","04/15/2024"
"Northern","GICUMBI","Byumba","Igitoki","450","04/15/2024"
"Northern","GICUMBI","Byumba","Ibirayi - Kuruseke","650","04/15/2024"
"Northern","GICUMBI","Byumba","Ibirayi - Umweru","650","04/15/2024"
"Northern","GICUMBI","Byumba","Ibirayi- Kinigi Grade 2","700","04/15/2024"
"Northern","GICUMBI","Byumba","Ibirayi - Rutuku","550","04/15/2024"
"Northern","GICUMBI","Byumba","Ibigori","350","04/15/2024"
"Northern","GICUMBI","Byumba","Umuceri-RW","1300","04/15/2024"
"Northern","GICUMBI","Byumba","Umuceri Pakistani","1400","04/15/2024"
"Northern","GICUMBI","Byumba","Umuceri Thailand","1700","04/15/2024"
"Northern","GICUMBI","Byumba","Ingano","1000","04/15/2024"
"Northern","GICUMBI","Byumba","Soya","900","04/15/2024"
"Northern","GICUMBI","Byumba","Ibishyimbo - Injyamane","1200","04/15/2024"
"Northern","GICUMBI","Byumba","Ibishyimbo Shyushya","700","04/15/2024"
"Northern","GICUMBI","Byumba","Ibishyimbo Ibinyarwanda","650","04/15/2024"
"Northern","GICUMBI","Byumba","Ibishyimbo - Mushingiriro","800","04/15/2024"
"Kigali City","GASABO","Batsinda","Igitoki","443","04/15/2024"
"Kigali City","GASABO","Batsinda","Imyumbati","483","04/15/2024"
"Kigali City","GASABO","Batsinda","Ibijumba","333","04/15/2024"
"Kigali City","GASABO","Batsinda","Amacunga","1183","04/15/2024"
"Kigali City","GASABO","Batsinda","Ibinyomoro","1383","04/15/2024"
"Kigali City","GASABO","Batsinda","Amatunda","1783","04/15/2024"
"Kigali City","GASABO","Batsinda","Urunyogwe","2433","04/15/2024"
"Kigali City","GASABO","Batsinda","Ibitonore","1483","04/15/2024"
"Kigali City","GASABO","Batsinda","ibitunguru-bitukura","1383","04/15/2024"
"Kigali City","GASABO","Batsinda","Ibitunguru-umweru","1983","04/15/2024"
"Kigali City","GASABO","Batsinda","Inyanya","983","04/15/2024"
"Kigali City","GASABO","Batsinda","Imiteja","783","04/15/2024"
"Kigali City","GASABO","Batsinda","Karoti","683","04/15/2024"
"Kigali City","GASABO","Batsinda","Ibigori","393","04/15/2024"
"Kigali City","GASABO","Batsinda","Ingano","983","04/15/2024"
"Kigali City","GASABO","Batsinda","Amasaka","717","04/15/2024"
"Kigali City","GASABO","Batsinda","Soya","883","04/15/2024"
"Kigali City","GASABO","Batsinda","IFI - Tomson","2767","04/15/2024"
"Kigali City","GASABO","Batsinda","IFI - Tilapia","3433","04/15/2024"
"Kigali City","GASABO","Batsinda","Ifi - isambaza","7933","04/15/2024"
"Kigali City","GASABO","Batsinda","Ifi- Indagara-umunyu","3467","04/15/2024"
"Kigali City","GASABO","Batsinda","igi - irinyaRwanda","237","04/15/2024"
"Kigali City","GASABO","Batsinda","Igi- Pondeze","147","04/15/2024"
"Kigali City","GASABO","Batsinda","Inyama-ingurube","3433","04/15/2024"
"Kigali City","GASABO","Batsinda","Inyama-inka- Iroti","6933","04/15/2024"
"Kigali City","GASABO","Batsinda","inyama-inka-imvange","4767","04/15/2024"
"Kigali City","GASABO","Batsinda","Inyama - inkoko","3933","04/15/2024"
"Kigali City","GASABO","Batsinda","inshyushyu","543","04/15/2024"
"Kigali City","GASABO","Batsinda","Isukari","1483","04/15/2024"
"Kigali City","GASABO","Batsinda","Amavuta - Amamesa","2933","04/15/2024"
"Kigali City","GASABO","Batsinda","Amavuta ubuto","1983","04/15/2024"
"Kigali City","GASABO","Batsinda","Ibirayi - Umweru","543","04/15/2024"
"Kigali City","GASABO","Batsinda","Ibirayi- Kinigi Grade 2","593","04/15/2024"
"Kigali City","GASABO","Batsinda","Ifu - Ibigori - Mugurusu","783","04/15/2024"
"Kigali City","GASABO","Batsinda","Ifu - Ibigori - MINIMEX","1083","04/15/2024"
"Kigali City","GASABO","Batsinda","Ifu - Ibigori - Gashumba","1183","04/15/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Umuhinde","1283","04/15/2024"
"Kigali City","GASABO","Batsinda","Umuceri-Tz","1983","04/15/2024"
"Kigali City","GASABO","Batsinda","Umuceri - RW - Kigori","1183","04/15/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Tz No 2","1483","04/15/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Rw - Nyiraburyohe","1183","04/15/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Rw - Luck rice","1283","04/15/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo/Mutiki","983","04/15/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo Colta","1050","04/15/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo - Mushingiriro","683","04/15/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo Shyushya","683","04/15/2024"
"Eastern","GATSIBO","Kiramuruzi","Umuceri Pakistani","1400","04/15/2024"
"Eastern","GATSIBO","Kiramuruzi","Umuceri - RW - Kigori","1200","04/15/2024"
"Eastern","GATSIBO","Kiramuruzi","inyama-inka-imvange","4000","04/15/2024"
"Eastern","GATSIBO","Kiramuruzi","Umuceri - Umuhinde","1500","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Konkombure","600","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ibiringanya","300","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Puwavuro","600","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Beterave","400","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Sereli","800","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Dodo","350","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Tungurusumu","2000","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ibitunguru-umweru","1800","04/15/2024"
"Eastern","KAYONZA","Kabarondo","ibitunguru-bitukura","1500","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Karoti","400","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Imiteja","700","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Inyanya","800","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Pome","500","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Imineke","800","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Avoka","450","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ipapayi","500","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Inanasi","400","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Indimu","700","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Amacunga","500","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Amatunda","1100","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ibinyomoro","800","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Umuceri-Asia","1400","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Umuceri - RW - Kigori","1100","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Umuceri - Tz No 2","1300","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Umuceri Pakistani","1400","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Umuceri - Umuhinde","1400","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ifu-imyumbati","600","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ifu-ingano","1200","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ifu-amasaka","750","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Inyama-ingurube","3500","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Inyama-ihene","5000","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Inyama-inka- Iroti","4500","04/15/2024"
"Eastern","KAYONZA","Kabarondo","inyama-inka-imvange","4000","04/15/2024"
"Eastern","KAYONZA","Kabarondo","inyama - inkoko - pondezi","5000","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Inkoko - Isake","4500","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Urukwavu","2500","04/15/2024"
"Eastern","KAYONZA","Kabarondo","inshyushyu","350","04/15/2024"
"Eastern","KAYONZA","Kabarondo","igi - irinyaRwanda","200","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Igi- Pondeze","150","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Amavuta - Amamesa","2400","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Amavuta ubuto","2300","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Isukari","1500","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Igitoki","380","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Amakara","11000","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Isombe","600","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ifi- Indagara-umunyu","3500","04/15/2024"
"Eastern","KAYONZA","Kabarondo","IFI - Tomson","3500","04/15/2024"
"Eastern","KAYONZA","Kabarondo","IFI - Tilapia","3500","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Amashu","300","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ibihaza","200","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Imyumbati","400","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Amateke","270","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ibijumba","250","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ibirayi - Kuruseke","600","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ibirayi- Kinigi Grade 2","600","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ibirayi - Umweru","450","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ibirayi - Tanzania","550","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ingano","1100","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Urunyogwe","1800","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Amashaza","1700","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ubunyobwa","2100","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Soya","650","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Amasaka","550","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ibigori","250","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ibishyimbo/Mutiki","750","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ibishyimbo Shyushya","620","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ibishyimbo Ibinyarwanda","540","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ibishyimbo Colta","950","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ibishyimbo Kiryumukwe","650","04/15/2024"
"Eastern","KAYONZA","Kabarondo","Ibishyimbo - Mushingiriro","520","04/15/2024"
"Eastern","GATSIBO","Kiramuruzi","Umuceri - Tz No 2","2000","04/15/2024"
"Eastern","GATSIBO","Kiramuruzi","Inyama-inka- Iroti","5500","04/15/2024"
"Eastern","GATSIBO","Kiramuruzi","Ibishyimbo Shyushya","600","04/15/2024"
"Eastern","GATSIBO","Kiramuruzi","Isukari","1700","04/15/2024"
"Eastern","GATSIBO","Kiramuruzi","ibirayi - Kirundo","600","04/15/2024"
"Eastern","GATSIBO","Kiramuruzi","Ibinyomoro","1300","04/15/2024"
