"Province","District","Market","Commodity","Average Price","Date"
"Northern","MUSANZE","Musanze","Ibitonore","1133","04/16/2024"
"Northern","MUSANZE","Musanze","Ibitunguru-umweru","1700","04/16/2024"
"Northern","MUSANZE","Musanze","ibitunguru-bitukura","1467","04/16/2024"
"Northern","MUSANZE","Musanze","Ibinyomoro","1433","04/16/2024"
"Northern","MUSANZE","Musanze","Ibishyimbo Ibinyarwanda","783","04/16/2024"
"Northern","MUSANZE","Musanze","Ibijumba","300","04/16/2024"
"Northern","MUSANZE","Musanze","Ibihaza","500","04/16/2024"
"Northern","MUSANZE","Musanze","Ibiringanya","800","04/16/2024"
"Northern","MUSANZE","Musanze","Dodo","400","04/16/2024"
"Northern","MUSANZE","Musanze","Epinari","500","04/16/2024"
"Northern","MUSANZE","Musanze","Beterave","600","04/16/2024"
"Northern","MUSANZE","Musanze","Umuceri - Tz No 2","1633","04/16/2024"
"Northern","MUSANZE","Musanze","Umuceri-Tz","2000","04/16/2024"
"Northern","MUSANZE","Musanze","Umuceri - Rw - Luck rice","1400","04/16/2024"
"Northern","MUSANZE","Musanze","Umuceri-Asia","1500","04/16/2024"
"Northern","MUSANZE","Musanze","Umuceri Pakistani","1600","04/16/2024"
"Northern","MUSANZE","Musanze","Umuceri - Umuhinde","1467","04/16/2024"
"Western","RUBAVU","Mahoko","Isukari","1800","04/16/2024"
"Western","RUBAVU","Mahoko","Amavuta - Amamesa","2200","04/16/2024"
"Western","RUBAVU","Mahoko","Ibitonore","1000","04/16/2024"
"Western","RUBAVU","Mahoko","Amashaza","1200","04/16/2024"
"Western","RUBAVU","Mahoko","Amatunda","2000","04/16/2024"
"Western","RUBAVU","Mahoko","Shufureri","150","04/16/2024"
"Western","RUBAVU","Mahoko","Amashu","50","04/16/2024"
"Western","RUBAVU","Mahoko","Pome","400","04/16/2024"
"Western","RUBAVU","Mahoko","Amacunga","800","04/16/2024"
"Western","RUBAVU","Mahoko","Inanasi","300","04/16/2024"
"Western","RUBAVU","Mahoko","Ibinyomoro","1000","04/16/2024"
"Western","RUBAVU","Mahoko","Puwavuro","1300","04/16/2024"
"Western","RUBAVU","Mahoko","Inyanya","1300","04/16/2024"
"Western","RUBAVU","Mahoko","Igitoki","400","04/16/2024"
"Western","RUBAVU","Mahoko","ibirayi - Kirundo","450","04/16/2024"
"Western","RUBAVU","Mahoko","Ibirayi- Kinigi Grade 2","500","04/16/2024"
"Western","RUBAVU","Mahoko","Ibirayi - Kuruseke","450","04/16/2024"
"Western","RUBAVU","Mahoko","Umuceri - Rw - Luck rice","1400","04/16/2024"
"Western","RUBAVU","Mahoko","Umuceri Thailand","1700","04/16/2024"
"Western","RUBAVU","Mahoko","Umuceri - Umuhinde","1400","04/16/2024"
"Western","RUBAVU","Mahoko","Umuceri Pakistani","1567","04/16/2024"
"Western","RUBAVU","Mahoko","IFI - Tilapia","5000","04/16/2024"
"Western","RUBAVU","Mahoko","inshyushyu","500","04/16/2024"
"Western","RUBAVU","Mahoko","igi - irinyaRwanda","250","04/16/2024"
"Western","RUBAVU","Mahoko","Igi- Pondeze","150","04/16/2024"
"Western","RUBAVU","Mahoko","Ibijumba","350","04/16/2024"
"Western","RUBAVU","Mahoko","Imyumbati","400","04/16/2024"
"Western","RUBAVU","Mahoko","Imineke","500","04/16/2024"
"Western","RUBAVU","Mahoko","Tungurusumu","3000","04/16/2024"
"Western","RUBAVU","Mahoko","Sereli","1000","04/16/2024"
"Western","RUBAVU","Mahoko","Puwaro","800","04/16/2024"
"Western","RUBAVU","Mahoko","Dodo","250","04/16/2024"
"Western","RUBAVU","Mahoko","Karoti","400","04/16/2024"
"Western","RUBAVU","Mahoko","Avoka","500","04/16/2024"
"Western","RUBAVU","Mahoko","inyama-inka-imvange","4200","04/16/2024"
"Western","RUBAVU","Mahoko","Inyama-inka- Iroti","5500","04/16/2024"
"Western","RUBAVU","Mahoko","Inyama-ingurube","3500","04/16/2024"
"Western","RUBAVU","Mahoko","ibitunguru-bitukura","1300","04/16/2024"
"Western","RUBAVU","Mahoko","Ibishyimbo - Mushingiriro","800","04/16/2024"
"Western","RUBAVU","Mahoko","Ibishyimbo - Injyamane","1200","04/16/2024"
"Western","RUBAVU","Mahoko","Ibishyimbo Kiryumukwe","1000","04/16/2024"
"Western","RUBAVU","Mahoko","Ibigori","400","04/16/2024"
"Western","RUBAVU","Mahoko","Ifu-ibigori","500","04/16/2024"
"Western","RUBAVU","Mahoko","Ifu-amasaka","800","04/16/2024"
"Western","RUBAVU","Mahoko","Soya","1000","04/16/2024"
"Western","RUBAVU","Mahoko","Ingano","1200","04/16/2024"
"Western","RUBAVU","Mahoko","Amasaka","700","04/16/2024"
"Western","RUBAVU","Mahoko","Ifi- Indagara-umunyu","3700","04/16/2024"
"Southern","GISAGARA","Musha","Imiteja","500","04/16/2024"
"Southern","GISAGARA","Musha","Inyanya","800","04/16/2024"
"Southern","GISAGARA","Musha","Puwavuro","600","04/16/2024"
"Southern","GISAGARA","Musha","Beterave","600","04/16/2024"
"Southern","GISAGARA","Musha","Urukwavu","4000","04/16/2024"
"Southern","GISAGARA","Musha","Inkoko","7000","04/16/2024"
"Southern","GISAGARA","Musha","Inkoko - Isake","9000","04/16/2024"
"Southern","GISAGARA","Musha","Amapera","200","04/16/2024"
"Southern","GISAGARA","Musha","Amatunda","1500","04/16/2024"
"Southern","GISAGARA","Musha","Indimu","1200","04/16/2024"
"Southern","GISAGARA","Musha","Ipapayi","450","04/16/2024"
"Southern","GISAGARA","Musha","Ibinyomoro","1200","04/16/2024"
"Southern","GISAGARA","Musha","Amacunga","400","04/16/2024"
"Southern","GISAGARA","Musha","Imineke","400","04/16/2024"
"Southern","GISAGARA","Musha","Inanasi","800","04/16/2024"
"Southern","GISAGARA","Musha","Imyembe","1000","04/16/2024"
"Southern","GISAGARA","Musha","Avoka","350","04/16/2024"
"Southern","GISAGARA","Musha","Konkombure","700","04/16/2024"
"Southern","GISAGARA","Musha","Amashaza","1750","04/16/2024"
"Southern","GISAGARA","Musha","ibitunguru-bitukura","1600","04/16/2024"
"Southern","GISAGARA","Musha","Puwaro","500","04/16/2024"
"Southern","GISAGARA","Musha","Sereli","550","04/16/2024"
"Southern","GISAGARA","Musha","Karoti","600","04/16/2024"
"Southern","GISAGARA","Musha","Tungurusumu","3500","04/16/2024"
"Southern","GISAGARA","Musha","Amashu","300","04/16/2024"
"Southern","GISAGARA","Musha","Isombe","800","04/16/2024"
"Southern","GISAGARA","Musha","Urusenda","400","04/16/2024"
"Southern","GISAGARA","Musha","Dodo","200","04/16/2024"
"Southern","GISAGARA","Musha","Gaz","1830","04/16/2024"
"Southern","GISAGARA","Musha","Amakara","7500","04/16/2024"
"Southern","GISAGARA","Musha","Amateke","500","04/16/2024"
"Southern","GISAGARA","Musha","Ubunyobwa","1800","04/16/2024"
"Southern","GISAGARA","Musha","Isukari","1450","04/16/2024"
"Southern","GISAGARA","Musha","Ibijumba","200","04/16/2024"
"Southern","GISAGARA","Musha","Amasaka","500","04/16/2024"
"Southern","GISAGARA","Musha","Soya","700","04/16/2024"
"Southern","GISAGARA","Musha","Imyumbati","500","04/16/2024"
"Southern","GISAGARA","Musha","Igitoki","350","04/16/2024"
"Southern","GISAGARA","Musha","Ibigori","250","04/16/2024"
"Southern","GISAGARA","Musha","Ibiryo amatungo Maize Bran","200","04/16/2024"
"Southern","GISAGARA","Musha","Ibiryo amatungo Layer Starter Mash","700","04/16/2024"
"Southern","GISAGARA","Musha","Ditane","4200","04/16/2024"
"Southern","GISAGARA","Musha","DAP","722","04/16/2024"
"Southern","GISAGARA","Musha","Uree","660","04/16/2024"
"Southern","GISAGARA","Musha","Ibishyimbo Kiryumukwe","700","04/16/2024"
"Southern","GISAGARA","Musha","Ibishyimbo Shyushya","450","04/16/2024"
"Southern","GISAGARA","Musha","Ibishyimbo Ibinyarwanda","450","04/16/2024"
"Southern","GISAGARA","Musha","Ibishyimbo - Mushingiriro","600","04/16/2024"
"Southern","GISAGARA","Musha","Umuceri - Umuhinde","1400","04/16/2024"
"Southern","GISAGARA","Musha","Umuceri - Tz No 2","1250","04/16/2024"
"Southern","GISAGARA","Musha","Umuceri - Rw - Gikonko","1300","04/16/2024"
"Southern","GISAGARA","Musha","inshyushyu","400","04/16/2024"
"Southern","GISAGARA","Musha","igi - irinyaRwanda","200","04/16/2024"
"Southern","GISAGARA","Musha","Igi- Pondeze","180","04/16/2024"
"Southern","GISAGARA","Musha","Amavuta - Amamesa","1550","04/16/2024"
"Southern","GISAGARA","Musha","Amavuta ubuto","2300","04/16/2024"
"Southern","GISAGARA","Musha","Inyama-ingurube","3000","04/16/2024"
"Southern","GISAGARA","Musha","Inyama-ihene","4800","04/16/2024"
"Southern","GISAGARA","Musha","inyama-inka-imvange","3500","04/16/2024"
"Southern","GISAGARA","Musha","Inyama-inka- Iroti","4500","04/16/2024"
"Southern","GISAGARA","Musha","Ifu - Ibigori - Mugurusu","900","04/16/2024"
"Southern","GISAGARA","Musha","Ifu-ingano","1500","04/16/2024"
"Southern","GISAGARA","Musha","Ifu-imyumbati","700","04/16/2024"
"Southern","GISAGARA","Musha","Ifu-amasaka","800","04/16/2024"
"Southern","GISAGARA","Musha","Ifu-ibigori","600","04/16/2024"
"Southern","GISAGARA","Musha","ibirayi - Kuruza","530","04/16/2024"
"Southern","GISAGARA","Musha","Ibirayi - Kuruseke","550","04/16/2024"
"Southern","GISAGARA","Musha","Ibirayi- Kinigi Grade 2","600","04/16/2024"
"Southern","GISAGARA","Musha","ibirayi - Kirundo","550","04/16/2024"
"Southern","GISAGARA","Musha","Imiteja","500","04/16/2024"
"Southern","GISAGARA","Musha","Inyanya","800","04/16/2024"
"Southern","GISAGARA","Musha","Puwavuro","600","04/16/2024"
"Southern","GISAGARA","Musha","Beterave","600","04/16/2024"
"Southern","GISAGARA","Musha","Urukwavu","4000","04/16/2024"
"Southern","GISAGARA","Musha","Inkoko","7000","04/16/2024"
"Southern","GISAGARA","Musha","Inkoko - Isake","9000","04/16/2024"
"Southern","GISAGARA","Musha","Amapera","200","04/16/2024"
"Southern","GISAGARA","Musha","Amatunda","1500","04/16/2024"
"Southern","GISAGARA","Musha","Indimu","1200","04/16/2024"
"Southern","GISAGARA","Musha","Ipapayi","450","04/16/2024"
"Southern","GISAGARA","Musha","Ibinyomoro","1200","04/16/2024"
"Southern","GISAGARA","Musha","Amacunga","400","04/16/2024"
"Southern","GISAGARA","Musha","Imineke","400","04/16/2024"
"Southern","GISAGARA","Musha","Inanasi","800","04/16/2024"
"Southern","GISAGARA","Musha","Imyembe","1000","04/16/2024"
"Southern","GISAGARA","Musha","Avoka","350","04/16/2024"
"Southern","GISAGARA","Musha","Konkombure","700","04/16/2024"
"Southern","GISAGARA","Musha","Amashaza","1750","04/16/2024"
"Southern","GISAGARA","Musha","ibitunguru-bitukura","1600","04/16/2024"
"Southern","GISAGARA","Musha","Puwaro","500","04/16/2024"
"Southern","GISAGARA","Musha","Sereli","550","04/16/2024"
"Southern","GISAGARA","Musha","Karoti","600","04/16/2024"
"Southern","GISAGARA","Musha","Tungurusumu","3500","04/16/2024"
"Southern","GISAGARA","Musha","Amashu","300","04/16/2024"
"Southern","GISAGARA","Musha","Isombe","800","04/16/2024"
"Southern","GISAGARA","Musha","Urusenda","400","04/16/2024"
"Southern","GISAGARA","Musha","Dodo","200","04/16/2024"
"Southern","GISAGARA","Musha","Gaz","1830","04/16/2024"
"Southern","GISAGARA","Musha","Amakara","7500","04/16/2024"
"Southern","GISAGARA","Musha","Amateke","500","04/16/2024"
"Southern","GISAGARA","Musha","Ubunyobwa","1800","04/16/2024"
"Southern","GISAGARA","Musha","Isukari","1450","04/16/2024"
"Southern","GISAGARA","Musha","Ibijumba","200","04/16/2024"
"Southern","GISAGARA","Musha","Amasaka","500","04/16/2024"
"Southern","GISAGARA","Musha","Soya","700","04/16/2024"
"Southern","GISAGARA","Musha","Imyumbati","500","04/16/2024"
"Southern","GISAGARA","Musha","Igitoki","350","04/16/2024"
"Southern","GISAGARA","Musha","Ibigori","250","04/16/2024"
"Southern","GISAGARA","Musha","Ibiryo amatungo Maize Bran","200","04/16/2024"
"Southern","GISAGARA","Musha","Ibiryo amatungo Layer Starter Mash","700","04/16/2024"
"Southern","GISAGARA","Musha","Ditane","4200","04/16/2024"
"Southern","GISAGARA","Musha","DAP","722","04/16/2024"
"Southern","GISAGARA","Musha","Uree","660","04/16/2024"
"Southern","GISAGARA","Musha","Ibishyimbo Kiryumukwe","700","04/16/2024"
"Southern","GISAGARA","Musha","Ibishyimbo Shyushya","450","04/16/2024"
"Southern","GISAGARA","Musha","Ibishyimbo Ibinyarwanda","450","04/16/2024"
"Southern","GISAGARA","Musha","Ibishyimbo - Mushingiriro","600","04/16/2024"
"Southern","GISAGARA","Musha","Umuceri - Umuhinde","1400","04/16/2024"
"Southern","GISAGARA","Musha","Umuceri - Tz No 2","1250","04/16/2024"
"Southern","GISAGARA","Musha","Umuceri - Rw - Gikonko","1300","04/16/2024"
"Southern","GISAGARA","Musha","inshyushyu","400","04/16/2024"
"Southern","GISAGARA","Musha","igi - irinyaRwanda","200","04/16/2024"
"Southern","GISAGARA","Musha","Igi- Pondeze","180","04/16/2024"
"Southern","GISAGARA","Musha","Amavuta - Amamesa","1550","04/16/2024"
"Southern","GISAGARA","Musha","Amavuta ubuto","2300","04/16/2024"
"Southern","GISAGARA","Musha","Inyama-ingurube","3000","04/16/2024"
"Southern","GISAGARA","Musha","Inyama-ihene","4800","04/16/2024"
"Southern","GISAGARA","Musha","inyama-inka-imvange","3500","04/16/2024"
"Southern","GISAGARA","Musha","Inyama-inka- Iroti","4500","04/16/2024"
"Southern","GISAGARA","Musha","Ifu - Ibigori - Mugurusu","900","04/16/2024"
"Southern","GISAGARA","Musha","Ifu-ingano","1500","04/16/2024"
"Southern","GISAGARA","Musha","Ifu-imyumbati","700","04/16/2024"
"Southern","GISAGARA","Musha","Ifu-amasaka","800","04/16/2024"
"Southern","GISAGARA","Musha","Ifu-ibigori","600","04/16/2024"
"Southern","GISAGARA","Musha","ibirayi - Kuruza","530","04/16/2024"
"Southern","GISAGARA","Musha","Ibirayi - Kuruseke","550","04/16/2024"
"Southern","GISAGARA","Musha","Ibirayi- Kinigi Grade 2","600","04/16/2024"
"Southern","GISAGARA","Musha","ibirayi - Kirundo","550","04/16/2024"
"Northern","MUSANZE","Byangabo","Indimu","1000","04/16/2024"
"Northern","MUSANZE","Byangabo","Inanasi","500","04/16/2024"
"Northern","MUSANZE","Byangabo","Mandarine","900","04/16/2024"
"Northern","MUSANZE","Byangabo","Ibinyomoro","1100","04/16/2024"
"Northern","MUSANZE","Byangabo","Amatunda","1200","04/16/2024"
"Northern","MUSANZE","Byangabo","Amacunga","900","04/16/2024"
"Northern","MUSANZE","Byangabo","Isombe","700","04/16/2024"
"Northern","MUSANZE","Byangabo","Ifu-imyumbati","1000","04/16/2024"
"Northern","MUSANZE","Byangabo","Ifu - Ibigori - MINIMEX","1200","04/16/2024"
"Northern","MUSANZE","Byangabo","Amashaza","950","04/16/2024"
"Northern","MUSANZE","Byangabo","ibitunguru-bitukura","1300","04/16/2024"
"Northern","MUSANZE","Byangabo","Ibitunguru-umweru","1400","04/16/2024"
"Northern","MUSANZE","Byangabo","Igi- Pondeze","180","04/16/2024"
"Northern","MUSANZE","Byangabo","igi - irinyaRwanda","200","04/16/2024"
"Northern","MUSANZE","Byangabo","Puwaro","1000","04/16/2024"
"Northern","MUSANZE","Byangabo","Puwavuro","900","04/16/2024"
"Northern","MUSANZE","Byangabo","Epinari","400","04/16/2024"
"Northern","MUSANZE","Byangabo","Dodo","300","04/16/2024"
"Northern","MUSANZE","Byangabo","Shufureri","500","04/16/2024"
"Northern","MUSANZE","Byangabo","Amashu","300","04/16/2024"
"Northern","MUSANZE","Byangabo","Igitoki","500","04/16/2024"
"Northern","MUSANZE","Byangabo","Inyanya","800","04/16/2024"
"Northern","MUSANZE","Byangabo","Karoti","400","04/16/2024"
"Northern","MUSANZE","Byangabo","Imyumbati","500","04/16/2024"
"Northern","MUSANZE","Byangabo","Ibijumba","400","04/16/2024"
"Northern","MUSANZE","Byangabo","Ibigori","350","04/16/2024"
"Northern","MUSANZE","Byangabo","Soya","900","04/16/2024"
"Northern","MUSANZE","Byangabo","Ingano","900","04/16/2024"
"Northern","MUSANZE","Byangabo","Amasaka","850","04/16/2024"
"Northern","MUSANZE","Byangabo","Umuceri Thailand","1500","04/16/2024"
"Northern","MUSANZE","Byangabo","Umuceri - Umuhinde","1400","04/16/2024"
"Northern","MUSANZE","Byangabo","Umuceri Pakistani","1300","04/16/2024"
"Northern","MUSANZE","Byangabo","Ibishyimbo Ibinyarwanda","650","04/16/2024"
"Northern","MUSANZE","Byangabo","Ibishyimbo Shyushya","700","04/16/2024"
"Northern","MUSANZE","Byangabo","Ibishyimbo - Mushingiriro","800","04/16/2024"
"Northern","MUSANZE","Byangabo","Ibirayi - Rutuku","500","04/16/2024"
"Northern","MUSANZE","Byangabo","ibirayi - Kirundo","530","04/16/2024"
"Northern","MUSANZE","Byangabo","Ibirayi - Kuruseke","550","04/16/2024"
"Northern","MUSANZE","Byangabo","Ibirayi- Kinigi Grade 1","600","04/16/2024"
"Northern","MUSANZE","Byangabo","Ibirayi- Kinigi Grade 2","550","04/16/2024"
"Eastern","KAYONZA","Mukarange","Ifi- Indagara-umunyu","3200","04/16/2024"
"Eastern","KAYONZA","Mukarange","Avoka","350","04/16/2024"
"Eastern","KAYONZA","Mukarange","Dodo","300","04/16/2024"
"Eastern","KAYONZA","Mukarange","Epinari","400","04/16/2024"
"Eastern","KAYONZA","Mukarange","ibitunguru-bitukura","1500","04/16/2024"
"Eastern","KAYONZA","Mukarange","Ibitunguru-umweru","2000","04/16/2024"
"Eastern","KAYONZA","Mukarange","Umuceri - RW - Kigori","1100","04/16/2024"
"Eastern","KAYONZA","Mukarange","inyama-inka-imvange","4000","04/16/2024"
"Eastern","KAYONZA","Mukarange","Inyama-inka- Iroti","5000","04/16/2024"
"Eastern","KAYONZA","Mukarange","Inyama-ihene","5000","04/16/2024"
"Eastern","KAYONZA","Mukarange","Inyama-ingurube","3500","04/16/2024"
"Eastern","KAYONZA","Mukarange","Igitoki","400","04/16/2024"
"Eastern","KAYONZA","Mukarange","igi - irinyaRwanda","250","04/16/2024"
"Eastern","KAYONZA","Mukarange","Igi- Pondeze","200","04/16/2024"
"Eastern","KAYONZA","Mukarange","Ubunyobwa","2000","04/16/2024"
"Eastern","KAYONZA","Mukarange","Amavuta ubuto","2000","04/16/2024"
"Eastern","KAYONZA","Mukarange","Isukari","2000","04/16/2024"
"Eastern","KAYONZA","Mukarange","Ingano","1100","04/16/2024"
"Eastern","KAYONZA","Mukarange","ibirayi - Kirundo","600","04/16/2024"
"Eastern","KAYONZA","Mukarange","Ibirayi - Kuruseke","600","04/16/2024"
"Eastern","KAYONZA","Mukarange","Ifu - Ibigori - Gashumba","1200","04/16/2024"
"Eastern","KAYONZA","Mukarange","Ifu-imyumbati","1000","04/16/2024"
"Eastern","KAYONZA","Mukarange","Soya","750","04/16/2024"
"Eastern","KAYONZA","Mukarange","Amasaka","520","04/16/2024"
"Eastern","KAYONZA","Mukarange","Ibigori","250","04/16/2024"
"Eastern","KAYONZA","Mukarange","Ibishyimbo/Mutiki","700","04/16/2024"
"Eastern","KAYONZA","Mukarange","Ibishyimbo Ibinyarwanda","550","04/16/2024"
"Eastern","KAYONZA","Mukarange","Ibishyimbo Shyushya","650","04/16/2024"
"Eastern","KAYONZA","Mukarange","Amatunda","2000","04/16/2024"
"Eastern","KAYONZA","Mukarange","Ibinyomoro","1500","04/16/2024"
"Eastern","KAYONZA","Mukarange","Mandarine","1500","04/16/2024"
"Eastern","KAYONZA","Mukarange","Amacunga","1000","04/16/2024"
"Eastern","KAYONZA","Mukarange","Indimu","1500","04/16/2024"
"Eastern","KAYONZA","Mukarange","Ibishyimbo Colta","950","04/16/2024"
"Eastern","KAYONZA","Mukarange","Ibishyimbo Kiryumukwe","650","04/16/2024"
"Eastern","KAYONZA","Mukarange","Ibishyimbo - Mugeri","650","04/16/2024"
"Eastern","KAYONZA","Mukarange","Ibishyimbo - Mushingiriro","550","04/16/2024"
"Eastern","KAYONZA","Mukarange","Inyanya","1000","04/16/2024"
"Eastern","KAYONZA","Mukarange","Karoti","600","04/16/2024"
"Eastern","KAYONZA","Mukarange","Imyumbati","350","04/16/2024"
"Eastern","KAYONZA","Mukarange","Ibijumba","300","04/16/2024"
"Eastern","KAYONZA","Mukarange","Umuceri - Tz No 2","1500","04/16/2024"
"Eastern","KAYONZA","Mukarange","Umuceri Thailand","1500","04/16/2024"
"Eastern","KAYONZA","Mukarange","Umuceri - Umuhinde","1500","04/16/2024"
"Eastern","KAYONZA","Mukarange","Umuceri Pakistani","1500","04/16/2024"
"Eastern","KAYONZA","Mukarange","Umuceri-Tz","2000","04/16/2024"
"Eastern","KAYONZA","Mukarange","Umuceri-Asia","1500","04/16/2024"
"Eastern","KAYONZA","Mukarange","Ibirayi- Kinigi Grade 2","600","04/16/2024"
"Western","KARONGI","Kibuye","Avoka","1200","04/16/2024"
"Western","KARONGI","Kibuye","Imineke","767","04/16/2024"
"Western","KARONGI","Kibuye","Ipapayi","500","04/16/2024"
"Western","KARONGI","Kibuye","Inanasi","400","04/16/2024"
"Western","KARONGI","Kibuye","Amacunga","1000","04/16/2024"
"Western","KARONGI","Kibuye","Indimu","1700","04/16/2024"
"Western","KARONGI","Kibuye","Pome","5000","04/16/2024"
"Western","KARONGI","Kibuye","Mandarine","1500","04/16/2024"
"Western","KARONGI","Kibuye","Amatunda","1500","04/16/2024"
"Western","KARONGI","Kibuye","Ibinyomoro","1500","04/16/2024"
"Western","KARONGI","Kibuye","Ibihaza","500","04/16/2024"
"Western","KARONGI","Kibuye","Inyanya","1200","04/16/2024"
"Western","KARONGI","Kibuye","Konkombure","800","04/16/2024"
"Western","KARONGI","Kibuye","Beterave","800","04/16/2024"
"Western","KARONGI","Kibuye","Tungurusumu","4000","04/16/2024"
"Western","KARONGI","Kibuye","Urusenda","2167","04/16/2024"
"Western","KARONGI","Kibuye","ibitunguru-bitukura","1500","04/16/2024"
"Western","KARONGI","Kibuye","Ibitunguru-umweru","1800","04/16/2024"
"Western","KARONGI","Kibuye","Puwavuro","1000","04/16/2024"
"Western","KARONGI","Kibuye","Karoti","500","04/16/2024"
"Western","KARONGI","Kibuye","Urunyogwe","1500","04/16/2024"
"Western","KARONGI","Kibuye","Ibiringanya","800","04/16/2024"
"Western","KARONGI","Kibuye","Amashu","200","04/16/2024"
"Western","KARONGI","Kibuye","Imiteja","1000","04/16/2024"
"Western","KARONGI","Kibuye","Isombe","500","04/16/2024"
"Western","KARONGI","Kibuye","Ifi - isambaza","3000","04/16/2024"
"Western","KARONGI","Kibuye","IFI - Tilapia","4500","04/16/2024"
"Western","KARONGI","Kibuye","Inyama-inka- Iroti","4500","04/16/2024"
"Western","KARONGI","Kibuye","inyama-inka-imvange","4000","04/16/2024"
"Western","KARONGI","Kibuye","Isukari","1667","04/16/2024"
"Western","KARONGI","Kibuye","Ifu - Ibigori - Mugurusu","1000","04/16/2024"
"Western","KARONGI","Kibuye","Umuceri-RW","1333","04/16/2024"
"Western","KARONGI","Kibuye","Umuceri-Asia","1433","04/16/2024"
"Western","KARONGI","Kibuye","Umuceri - Umuhinde","1400","04/16/2024"
"Western","KARONGI","Kibuye","Umuceri Pakistani","1500","04/16/2024"
"Western","KARONGI","Kibuye","Igi- Pondeze","200","04/16/2024"
"Western","KARONGI","Kibuye","igi - irinyaRwanda","250","04/16/2024"
"Western","KARONGI","Kibuye","Ifu-ibigori","700","04/16/2024"
"Western","KARONGI","Kibuye","Ifu-amasaka","800","04/16/2024"
"Western","KARONGI","Kibuye","Ifu-ingano","1400","04/16/2024"
"Western","KARONGI","Kibuye","Ifu-imyumbati","1000","04/16/2024"
"Western","KARONGI","Kibuye","Amavuta ubuto","2400","04/16/2024"
"Western","KARONGI","Kibuye","Amavuta - Amamesa","2400","04/16/2024"
"Western","KARONGI","Kibuye","Ifi- Indagara-umunyu","3500","04/16/2024"
"Western","KARONGI","Kibuye","Ibiryo amatungo Maize Bran","450","04/16/2024"
"Western","KARONGI","Kibuye","Ibiryo amatungo Layer Grow Mash","700","04/16/2024"
"Western","KARONGI","Kibuye","Ibiryo amatungo Layer Starter Mash","700","04/16/2024"
"Western","KARONGI","Kibuye","Uree","660","04/16/2024"
"Western","KARONGI","Kibuye","Ditane","6000","04/16/2024"
"Western","KARONGI","Kibuye","DAP","722","04/16/2024"
"Western","KARONGI","Kibuye","NPK","684","04/16/2024"
"Western","KARONGI","Kibuye","Ibigori","417","04/16/2024"
"Western","KARONGI","Kibuye","Ubunyobwa","1667","04/16/2024"
"Western","KARONGI","Kibuye","Ingano","1267","04/16/2024"
"Western","KARONGI","Kibuye","Amasaka","767","04/16/2024"
"Western","KARONGI","Kibuye","Soya","1000","04/16/2024"
"Western","KARONGI","Kibuye","Ibishyimbo Ibinyarwanda","783","04/16/2024"
"Western","KARONGI","Kibuye","Ibishyimbo Shyushya","800","04/16/2024"
"Western","KARONGI","Kibuye","Ibishyimbo - Mushingiriro","800","04/16/2024"
"Western","KARONGI","Kibuye","Ibirayi- Kinigi Grade 2","650","04/16/2024"
"Western","KARONGI","Kibuye","ibirayi - Kirundo","600","04/16/2024"
"Western","KARONGI","Kibuye","Ibirayi","600","04/16/2024"
"Western","KARONGI","Kibuye","Amakara","12667","04/16/2024"
"Western","KARONGI","Kibuye","Igitoki","500","04/16/2024"
"Western","KARONGI","Kibuye","Amateke","400","04/16/2024"
"Western","KARONGI","Kibuye","Ibijumba","400","04/16/2024"
"Western","KARONGI","Kibuye","Imyumbati","500","04/16/2024"
"Western","NYABIHU","Mukamira","Ifu-imyumbati","800","04/08/2024"
"Western","NYABIHU","Mukamira","Imineke","933","04/08/2024"
"Western","NYABIHU","Mukamira","Avoka","733","04/08/2024"
"Western","NYABIHU","Mukamira","Inyanya","1000","04/08/2024"
"Western","NYABIHU","Mukamira","ibitunguru-bitukura","1500","04/08/2024"
"Western","NYABIHU","Mukamira","Amasaka","700","04/08/2024"
"Western","NYABIHU","Mukamira","Karoti","250","04/08/2024"
"Western","NYABIHU","Mukamira","Inanasi","300","04/08/2024"
"Western","NYABIHU","Mukamira","Amacunga","750","04/08/2024"
"Western","NYABIHU","Mukamira","Amatunda","1500","04/08/2024"
"Western","NYABIHU","Mukamira","Ibinyomoro","1000","04/08/2024"
"Western","NYABIHU","Mukamira","inyama-inka-imvange","3800","04/08/2024"
"Western","NYABIHU","Mukamira","Inyama-inka- Iroti","5500","04/08/2024"
"Western","NYABIHU","Mukamira","inshyushyu","400","04/08/2024"
"Western","NYABIHU","Mukamira","Ibirayi- Kinigi","450","04/08/2024"
"Western","NYABIHU","Mukamira","Ibirayi- Kinigi Grade 2","537","04/08/2024"
"Western","NYABIHU","Mukamira","Ibirayi - Kuruseke","443","04/08/2024"
"Western","NYABIHU","Mukamira","ibirayi - Kirundo","443","04/08/2024"
"Western","NYABIHU","Mukamira","Ibishyimbo Shyushya","667","04/08/2024"
"Western","NYABIHU","Mukamira","Ibishyimbo Kiryumukwe","1000","04/08/2024"
"Western","NYABIHU","Mukamira","Ibishyimbo Ibinyarwanda","700","04/08/2024"
"Western","NYABIHU","Mukamira","Ibishyimbo - Injyamane","1000","04/08/2024"
"Western","NYABIHU","Mukamira","Ibishyimbo - Mushingiriro","833","04/08/2024"
"Western","NYABIHU","Mukamira","Umuceri - Rw - Gikonko","1200","04/08/2024"
"Western","NYABIHU","Mukamira","Umuceri Pakistani","1400","04/08/2024"
